F1_nr_binary,F1_n_binary,F1_nr_ternary,F1_r_ternary,F1_hr_ternary
0.92,0.9393939393939394,0.92,0.5538461538461539,0.6567164179104478
0.8543689320388349,0.8837209302325582,0.8543689320388349,0.4126984126984127,0.6060606060606061
0.8932038834951457,0.9147286821705426,0.8932038834951457,0.4918032786885246,0.6470588235294118
0.8490566037735849,0.873015873015873,0.8490566037735849,0.4666666666666667,0.696969696969697
0.8932038834951457,0.9147286821705426,0.8932038834951457,0.4666666666666667,0.6376811594202898
0.8653846153846154,0.890625,0.8653846153846154,0.36666666666666664,0.6470588235294118
0.8932038834951457,0.9147286821705426,0.8932038834951457,0.5079365079365079,0.6060606060606061
0.8932038834951457,0.9147286821705426,0.8932038834951457,0.5,0.6666666666666666
0.9038461538461539,0.921875,0.9038461538461539,0.38596491228070173,0.647887323943662
0.8761904761904762,0.8976377952755905,0.8761904761904762,0.3448275862068966,0.6376811594202898
0.9019607843137255,0.9230769230769231,0.9019607843137255,0.3333333333333333,0.631578947368421
0.9,0.9242424242424242,0.9,0.5079365079365079,0.6666666666666666
0.9183673469387755,0.9402985074626866,0.9183673469387755,0.46875,0.6
0.897196261682243,0.912,0.897196261682243,0.36666666666666664,0.5538461538461539
0.9,0.9242424242424242,0.9,0.4262295081967213,0.6197183098591549
0.8785046728971962,0.896,0.8785046728971962,0.39344262295081966,0.53125
0.9019607843137255,0.9230769230769231,0.9019607843137255,0.5074626865671642,0.6031746031746031
0.8932038834951457,0.9147286821705426,0.8932038834951457,0.4444444444444444,0.6060606060606061
0.9306930693069307,0.9465648854961832,0.9306930693069307,0.43333333333333335,0.5915492957746479
0.8653846153846154,0.890625,0.8653846153846154,0.36923076923076925,0.5079365079365079
0.8823529411764706,0.9076923076923077,0.8823529411764706,0.34375,0.5454545454545454
0.9108910891089109,0.9312977099236641,0.9108910891089109,0.5507246376811594,0.6129032258064516
0.912621359223301,0.9302325581395349,0.912621359223301,0.46875,0.5846153846153846
0.8712871287128713,0.9007633587786259,0.8712871287128713,0.3728813559322034,0.6388888888888888
0.8461538461538461,0.875,0.8461538461538461,0.3157894736842105,0.647887323943662
0.912621359223301,0.9302325581395349,0.912621359223301,0.45161290322580644,0.6268656716417911
0.9230769230769231,0.9375,0.9230769230769231,0.42857142857142855,0.6388888888888888
0.8932038834951457,0.9147286821705426,0.8932038834951457,0.36666666666666664,0.6086956521739131
0.8392857142857143,0.85,0.8392857142857143,0.19607843137254902,0.6086956521739131
0.8823529411764706,0.9076923076923077,0.8823529411764706,0.4444444444444444,0.5970149253731343
0.912621359223301,0.9302325581395349,0.912621359223301,0.5230769230769231,0.65625
0.9019607843137255,0.9230769230769231,0.9019607843137255,0.5,0.6363636363636364
0.9320388349514563,0.9457364341085271,0.9320388349514563,0.4918032786885246,0.6470588235294118
0.897196261682243,0.912,0.897196261682243,0.45161290322580644,0.6031746031746031
0.9038461538461539,0.921875,0.9038461538461539,0.5,0.6764705882352942
0.92,0.9393939393939394,0.92,0.49230769230769234,0.6268656716417911
0.9108910891089109,0.9312977099236641,0.9108910891089109,0.46875,0.5970149253731343
0.8823529411764706,0.9076923076923077,0.8823529411764706,0.3870967741935484,0.5882352941176471
0.8952380952380953,0.9133858267716536,0.8952380952380953,0.4126984126984127,0.53125
0.8823529411764706,0.9076923076923077,0.8823529411764706,0.5151515151515151,0.65625
0.8932038834951457,0.9147286821705426,0.8932038834951457,0.43333333333333335,0.6376811594202898
0.9108910891089109,0.9312977099236641,0.9108910891089109,0.40625,0.5671641791044776
0.8761904761904762,0.8976377952755905,0.8761904761904762,0.5161290322580645,0.7076923076923077
0.9215686274509803,0.9384615384615385,0.9215686274509803,0.44776119402985076,0.5396825396825397
0.8867924528301887,0.9047619047619048,0.8867924528301887,0.4262295081967213,0.5538461538461539
0.9,0.9242424242424242,0.9,0.5230769230769231,0.6567164179104478
0.8888888888888888,0.9172932330827067,0.8888888888888888,0.4666666666666667,0.6301369863013698
0.8910891089108911,0.916030534351145,0.8910891089108911,0.4375,0.5970149253731343
0.8932038834951457,0.9147286821705426,0.8932038834951457,0.4,0.6086956521739131
0.9142857142857143,0.9291338582677166,0.9142857142857143,0.4,0.5970149253731343
0.8932038834951457,0.9147286821705426,0.8932038834951457,0.5,0.6666666666666666
0.9056603773584906,0.9206349206349206,0.9056603773584906,0.4,0.6060606060606061
0.9108910891089109,0.9312977099236641,0.9108910891089109,0.5573770491803278,0.6571428571428571
0.9215686274509803,0.9384615384615385,0.9215686274509803,0.45901639344262296,0.6086956521739131
0.9230769230769231,0.9375,0.9230769230769231,0.53125,0.65625
0.92,0.9393939393939394,0.92,0.4406779661016949,0.6301369863013698
0.9278350515463918,0.9481481481481482,0.9278350515463918,0.4307692307692308,0.5714285714285714
0.8823529411764706,0.9076923076923077,0.8823529411764706,0.36065573770491804,0.6086956521739131
0.9019607843137255,0.9230769230769231,0.9019607843137255,0.38596491228070173,0.6301369863013698
0.8846153846153846,0.90625,0.8846153846153846,0.43333333333333335,0.6470588235294118
0.8653846153846154,0.890625,0.8653846153846154,0.3492063492063492,0.5538461538461539
0.8761904761904762,0.8976377952755905,0.8761904761904762,0.4262295081967213,0.6060606060606061
0.8823529411764706,0.9076923076923077,0.8823529411764706,0.4838709677419355,0.6764705882352942
0.9215686274509803,0.9384615384615385,0.9215686274509803,0.47619047619047616,0.5970149253731343
0.897196261682243,0.912,0.897196261682243,0.4,0.5538461538461539
0.9108910891089109,0.9312977099236641,0.9108910891089109,0.43333333333333335,0.6197183098591549
0.9,0.9242424242424242,0.9,0.4375,0.5882352941176471
0.9215686274509803,0.9384615384615385,0.9215686274509803,0.5538461538461539,0.6461538461538462
0.9108910891089109,0.9312977099236641,0.9108910891089109,0.4666666666666667,0.647887323943662
0.9108910891089109,0.9312977099236641,0.9108910891089109,0.53125,0.6268656716417911
0.8910891089108911,0.916030534351145,0.8910891089108911,0.4444444444444444,0.6176470588235294
0.8543689320388349,0.8837209302325582,0.8543689320388349,0.4,0.59375
0.9108910891089109,0.9312977099236641,0.9108910891089109,0.5,0.647887323943662
0.9142857142857143,0.9291338582677166,0.9142857142857143,0.46875,0.5714285714285714
0.9090909090909091,0.9323308270676691,0.9090909090909091,0.4,0.6027397260273972
0.8823529411764706,0.9076923076923077,0.8823529411764706,0.3157894736842105,0.5753424657534246
0.9019607843137255,0.9230769230769231,0.9019607843137255,0.3548387096774194,0.5588235294117647
0.9056603773584906,0.9206349206349206,0.9056603773584906,0.5079365079365079,0.6349206349206349
0.8932038834951457,0.9147286821705426,0.8932038834951457,0.47761194029850745,0.5806451612903226
0.8703703703703703,0.8870967741935484,0.8703703703703703,0.36065573770491804,0.5714285714285714
0.8737864077669902,0.8992248062015504,0.8737864077669902,0.49230769230769234,0.65625
0.912621359223301,0.9302325581395349,0.912621359223301,0.4406779661016949,0.5714285714285714
0.8867924528301887,0.9047619047619048,0.8867924528301887,0.5,0.6666666666666666
0.9019607843137255,0.9230769230769231,0.9019607843137255,0.5245901639344263,0.6666666666666666
0.8910891089108911,0.916030534351145,0.8910891089108911,0.4827586206896552,0.684931506849315
0.912621359223301,0.9302325581395349,0.912621359223301,0.5,0.6666666666666666
0.8952380952380953,0.9133858267716536,0.8952380952380953,0.35714285714285715,0.5915492957746479
0.8867924528301887,0.9047619047619048,0.8867924528301887,0.45901639344262296,0.6153846153846154
0.8846153846153846,0.90625,0.8846153846153846,0.5217391304347826,0.6101694915254238
0.8737864077669902,0.8992248062015504,0.8737864077669902,0.4262295081967213,0.6176470588235294
0.8867924528301887,0.9047619047619048,0.8867924528301887,0.33962264150943394,0.6027397260273972
0.8785046728971962,0.896,0.8785046728971962,0.5079365079365079,0.6129032258064516
0.8888888888888888,0.9172932330827067,0.8888888888888888,0.45901639344262296,0.6388888888888888
0.8952380952380953,0.9133858267716536,0.8952380952380953,0.27586206896551724,0.5217391304347826
0.9019607843137255,0.9230769230769231,0.9019607843137255,0.3225806451612903,0.5294117647058824
0.9038461538461539,0.921875,0.9038461538461539,0.43333333333333335,0.6176470588235294
