F1_nr_binary,F1_n_binary,F1_nr_ternary,F1_r_ternary,F1_hr_ternary
0.9019607843137255,0.9230769230769231,0.9019607843137255,0.45454545454545453,0.5625
0.8598130841121495,0.88,0.8598130841121495,0.35714285714285715,0.5217391304347826
0.8125,0.8676470588235294,0.8125,0.2222222222222222,0.5853658536585366
0.7766990291262136,0.8217054263565892,0.7766990291262136,0.27586206896551724,0.5070422535211268
0.8,0.819672131147541,0.8,0.3389830508474576,0.5079365079365079
0.7961165048543689,0.8372093023255814,0.7961165048543689,0.26666666666666666,0.5507246376811594
0.8349514563106796,0.8682170542635659,0.8349514563106796,0.3548387096774194,0.5074626865671642
0.803921568627451,0.8461538461538461,0.803921568627451,0.4067796610169492,0.5633802816901409
0.8282828282828283,0.8721804511278195,0.8282828282828283,0.36923076923076925,0.5294117647058824
0.8411214953271028,0.864,0.8411214953271028,0.36666666666666664,0.5230769230769231
0.7961165048543689,0.8372093023255814,0.7961165048543689,0.20689655172413793,0.5070422535211268
0.8461538461538461,0.875,0.8461538461538461,0.45161290322580644,0.5757575757575758
0.7719298245614035,0.7796610169491526,0.7719298245614035,0.07272727272727272,0.5079365079365079
0.8623853211009175,0.8780487804878049,0.8623853211009175,0.40625,0.5084745762711864
0.822429906542056,0.848,0.822429906542056,0.3018867924528302,0.5555555555555556
0.8,0.819672131147541,0.8,0.32142857142857145,0.6060606060606061
0.8686868686868687,0.9022556390977443,0.8686868686868687,0.3076923076923077,0.6419753086419753
0.8679245283018868,0.8888888888888888,0.8679245283018868,0.3103448275862069,0.5588235294117647
0.8727272727272727,0.8852459016393442,0.8727272727272727,0.3448275862068966,0.53125
0.8349514563106796,0.8682170542635659,0.8349514563106796,0.3492063492063492,0.5151515151515151
0.78,0.8333333333333334,0.78,0.14545454545454545,0.4675324675324675
0.8163265306122449,0.8656716417910447,0.8163265306122449,0.27586206896551724,0.5526315789473685
0.8484848484848485,0.8872180451127819,0.8484848484848485,0.3548387096774194,0.5352112676056338
0.8367346938775511,0.8805970149253731,0.8367346938775511,0.37037037037037035,0.6
0.8363636363636363,0.8524590163934426,0.8363636363636363,0.2962962962962963,0.6470588235294118
0.7961165048543689,0.8372093023255814,0.7961165048543689,0.3050847457627119,0.5714285714285714
0.831858407079646,0.8403361344537815,0.831858407079646,0.3793103448275862,0.5245901639344263
0.8737864077669902,0.8992248062015504,0.8737864077669902,0.3389830508474576,0.5428571428571428
