F1_nr_binary,F1_n_binary,F1_nr_ternary,F1_r_ternary,F1_hr_ternary
0.8282828282828283,0.8721804511278195,0.8282828282828283,0.25396825396825395,0.5142857142857142
0.8785046728971962,0.896,0.8785046728971962,0.35714285714285715,0.6376811594202898
0.8543689320388349,0.8837209302325582,0.8543689320388349,0.3389830508474576,0.5428571428571428
0.8648648648648649,0.8760330578512396,0.8648648648648649,0.39285714285714285,0.6153846153846154
0.8627450980392157,0.8923076923076924,0.8627450980392157,0.4,0.6285714285714286
0.8823529411764706,0.9076923076923077,0.8823529411764706,0.32786885245901637,0.5797101449275363
0.9038461538461539,0.921875,0.9038461538461539,0.38095238095238093,0.5230769230769231
0.8484848484848485,0.8872180451127819,0.8484848484848485,0.25,0.5454545454545454
0.8301886792452831,0.8571428571428571,0.8301886792452831,0.27586206896551724,0.5588235294117647
0.8648648648648649,0.8760330578512396,0.8648648648648649,0.41379310344827586,0.6349206349206349
0.8235294117647058,0.8615384615384616,0.8235294117647058,0.4,0.5538461538461539
0.88,0.9090909090909091,0.88,0.41935483870967744,0.6
0.8518518518518519,0.8709677419354839,0.8518518518518519,0.36363636363636365,0.6666666666666666
0.8411214953271028,0.864,0.8411214953271028,0.35714285714285715,0.5797101449275363
0.8269230769230769,0.859375,0.8269230769230769,0.3,0.5588235294117647
0.8543689320388349,0.8837209302325582,0.8543689320388349,0.36666666666666664,0.5797101449275363
0.84,0.8787878787878788,0.84,0.2807017543859649,0.5866666666666667
0.8703703703703703,0.8870967741935484,0.8703703703703703,0.41379310344827586,0.6060606060606061
0.8545454545454545,0.8688524590163934,0.8545454545454545,0.2909090909090909,0.5671641791044776
0.8333333333333334,0.8548387096774194,0.8333333333333334,0.40625,0.6
0.8301886792452831,0.8571428571428571,0.8301886792452831,0.36065573770491804,0.5538461538461539
0.8823529411764706,0.9076923076923077,0.8823529411764706,0.2413793103448276,0.5277777777777778
0.8627450980392157,0.8923076923076924,0.8627450980392157,0.3448275862068966,0.6666666666666666
0.8155339805825242,0.8527131782945736,0.8155339805825242,0.36065573770491804,0.5882352941176471
0.8623853211009175,0.8780487804878049,0.8623853211009175,0.38596491228070173,0.5757575757575758
0.8775510204081632,0.9104477611940298,0.8775510204081632,0.45454545454545453,0.6176470588235294
0.8598130841121495,0.88,0.8598130841121495,0.4262295081967213,0.5625
0.865979381443299,0.9037037037037037,0.865979381443299,0.4375,0.6197183098591549
0.8761904761904762,0.8976377952755905,0.8761904761904762,0.4126984126984127,0.5625
0.8727272727272727,0.8852459016393442,0.8727272727272727,0.5396825396825397,0.6101694915254238
0.9056603773584906,0.9206349206349206,0.9056603773584906,0.39285714285714285,0.5714285714285714
0.9019607843137255,0.9230769230769231,0.9019607843137255,0.3548387096774194,0.5
0.8518518518518519,0.8709677419354839,0.8518518518518519,0.41379310344827586,0.6060606060606061
0.8598130841121495,0.88,0.8598130841121495,0.3448275862068966,0.5970149253731343
0.9038461538461539,0.921875,0.9038461538461539,0.33962264150943394,0.5866666666666667
0.8932038834951457,0.9147286821705426,0.8932038834951457,0.25925925925925924,0.5066666666666667
0.8703703703703703,0.8870967741935484,0.8703703703703703,0.4067796610169492,0.5538461538461539
0.912621359223301,0.9302325581395349,0.912621359223301,0.40625,0.49230769230769234
0.8163265306122449,0.8656716417910447,0.8163265306122449,0.32786885245901637,0.6575342465753424
