duration,job,judgment,unit,wqs,wqs_initial
33.36220472440945,1,127,127,0.13978695452240042,0.14894284029925742
177.0,1,1,1,0.36135075410969286,0.3081211873731539
75.0,1,6,6,0.6766678383945732,0.4726266657537248
69.54285714285714,1,35,35,0.36307638502946715,0.2562191248820878
187.63636363636363,1,11,11,0.5659158864134766,0.377108362231421
83.0,1,2,2,0.5088890579469585,0.2816623589886834
57.95876288659794,1,97,97,0.11273313435319497,0.1528896269404865
122.85365853658537,1,164,164,0.521495071264989,0.42735501156650463
174.3846153846154,1,13,13,0.27335162702388044,0.1770615390006049
64.02068965517242,1,145,145,0.07496450562358399,0.13860653707570475
83.4021164021164,1,189,189,0.38264514404834354,0.2437586881917549
102.0,1,3,3,0.1446558822103146,0.13074409009212268
49.093333333333334,1,75,75,0.519649290208244,0.34850643273142606
70.26984126984127,1,63,63,0.45288123824727844,0.27755999985812013
78.5,1,52,52,0.6050672818596102,0.4260694699732314
83.94444444444444,1,270,270,0.4968851607849311,0.34441087010878796
93.0,1,2,2,0.5603625706944892,0.608036086897905
118.5,1,148,148,0.617923601498007,0.3744442205186622
104.0909090909091,1,11,11,0.17236227232288698,0.14098024514341367
158.59259259259258,1,54,54,0.6242063544243295,0.45486700395417834
146.6086956521739,1,23,23,0.3776897561714483,0.3119223719325918
54.5,1,8,8,0.586575064483534,0.4933071275843079
120.66666666666667,1,3,3,0.8598541299576845,0.6219986110777133
48.178082191780824,1,73,73,0.01519630403316984,0.026367093743966404
73.89473684210526,1,95,95,0.49561098864279995,0.31589966898993926
109.0,1,1,1,0.6201333609216433,0.6905252301219437
81.3,1,10,10,0.6158429044576497,0.45765730278600353
85.0,1,1,1,0.9456559870596152,0.8171505630757668
47.55882352941177,1,68,68,0.3545502779911679,0.2613968324299221
12.4,1,5,5,0.36834057606924575,0.25795536396662344
62.72222222222222,1,18,18,0.1572159322283314,0.19685859191795904
86.0,1,1,1,0.0,0.0
98.33783783783784,1,74,74,0.26382108580848157,0.16870158338628818
117.25,1,32,32,0.14897980966298546,0.2043939803222894
18.0,1,1,1,0.8593954104936088,0.8171505630757668
437.2,1,5,5,0.29905756201228384,0.18335353425884032
140.5,1,2,2,0.273913735987703,0.24634437728196923
41.56521739130435,1,23,23,0.5882847416877148,0.3781718454368783
51.666666666666664,1,3,3,0.5280388440310364,0.3626765966166678
103.1891891891892,1,74,74,0.2611105375316603,0.1373488866504445
248.71052631578948,1,38,38,0.5852748248394574,0.35275605209537186
137.33333333333334,1,6,6,0.6584923946038268,0.4951299438566596
78.70588235294117,1,17,17,0.3635330774174285,0.1769330449538185
83.5,1,2,2,0.03763670519288721,0.11589054669149632
140.75,1,12,12,0.07328194304833659,0.1258215187178758
41.05882352941177,1,204,204,0.12343360171786728,0.17409059633779325
39.4375,1,32,32,0.013334667353449207,0.014839716869447109
72.62790697674419,1,86,86,0.6522786713841614,0.4315594321515502
51.44,1,75,75,0.607587663454664,0.39254293778463617
52.825,1,40,40,0.5405808546925881,0.3899054618022965
105.11764705882354,1,17,17,0.4855044164317697,0.41800495355419737
81.66666666666667,1,3,3,0.2435149064445429,0.24141894952564463
116.75682382133995,1,403,403,0.15352465773439566,0.18074447307850577
26.155963302752294,1,109,109,0.47369316116755755,0.30394541026227473
80.17307692307692,1,52,52,0.45853649869387475,0.2824678215367397
42.33076923076923,1,130,130,0.4596665808926825,0.3791548772738127
89.0,1,1,1,0.020203161527380113,0.020515248496555456
55.54545454545455,1,77,77,0.7188440729353405,0.535186790787582
116.09756097560975,1,41,41,0.7079950375007645,0.5174586713105288
35.55172413793103,1,116,116,0.6236588127386232,0.5029837504441109
212.66666666666666,1,3,3,0.44665785744858655,0.3752427648307096
80.46153846153847,1,91,91,0.6043981851668944,0.4064513448318389
80.0,1,1,1,0.2607069063534539,0.24565239161980656
40.868852459016395,1,61,61,0.1314309983883101,0.20315243886509937
85.0,1,1,1,0.04103496308187438,0.030429030972509225
53.0,1,1,1,0.51286313463711,0.4444444444444444
67.35555555555555,1,45,45,0.691986100439353,0.4890078949304737
31.916666666666668,1,180,180,0.45540966787391973,0.2942182257961727
18.25,1,20,20,0.31345565051184265,0.2060145064576986
52.51724137931034,1,29,29,0.788516577272877,0.6143818940782523
255.0,1,1,1,0.27665203817508804,0.32468514658817077
40.528301886792455,1,212,212,0.6037116065475903,0.39698510686103866
193.625,1,8,8,0.18590971510944407,0.13078250564947475
47.8125,1,16,16,0.2354297109467976,0.28359377483166603
93.37341772151899,1,158,158,0.3689303445732797,0.20212647144188037
63.07239819004525,1,221,221,0.10325407738831381,0.1178406734035011
93.44444444444444,1,18,18,0.325852487464779,0.1938212769843047
39.765957446808514,1,47,47,0.38069813590917273,0.2697265916720388
43.301886792452834,1,53,53,0.09133949466926682,0.09289106704787574
83.55339805825243,1,103,103,0.49341353933015203,0.35385638838304884
89.64516129032258,1,31,31,0.47460977518716413,0.3140158393830899
58.0,1,1,1,0.537705194755171,0.6207368632497015
64.08866995073892,1,203,203,0.19864849295086576,0.15667008811629993
159.66666666666666,1,3,3,0.3610630825471943,0.32063938877867376
21.625,1,40,40,0.7627089059381749,0.5521422426810196
259.5238095238095,1,21,21,0.3470718577381888,0.26422527694289644
75.01666666666667,1,60,60,0.26223574315729586,0.27167615503730264
63.09803921568628,1,102,102,0.646522277066655,0.4305595291497275
114.66666666666667,1,21,21,0.49828983304846985,0.36967214943988186
44.0,1,2,2,0.3270507408049986,0.30737389622971945
162.0843373493976,1,249,249,0.3718083717489387,0.2455804427162323
